sample,fastq_1,fastq_2,strandedness,seq_platform
DU17-04S0024577,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024577_S46_L001_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024577_S46_L001_R2_001.fastq.gz,auto,Illumina
DU17-04S0024577,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024577_S46_L002_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024577_S46_L002_R2_001.fastq.gz,auto,Illumina
DU17-04S0024578,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024578_S47_L001_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024578_S47_L001_R2_001.fastq.gz,auto,Illumina
DU17-04S0024578,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024578_S47_L002_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024578_S47_L002_R2_001.fastq.gz,auto,Illumina
DU17-04S0024579,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024579_S48_L001_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024579_S48_L001_R2_001.fastq.gz,auto,Illumina
DU17-04S0024579,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024579_S48_L002_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024579_S48_L002_R2_001.fastq.gz,auto,Illumina
DU17-04S0024583,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024583_S49_L001_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024583_S49_L001_R2_001.fastq.gz,auto,Illumina
DU17-04S0024583,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024583_S49_L002_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024583_S49_L002_R2_001.fastq.gz,auto,Illumina
DU17-04S0024584,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024584_S50_L001_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024584_S50_L001_R2_001.fastq.gz,auto,Illumina
DU17-04S0024584,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024584_S50_L002_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024584_S50_L002_R2_001.fastq.gz,auto,Illumina
DU17-04S0024585,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024585_S51_L001_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024585_S51_L001_R2_001.fastq.gz,auto,Illumina
DU17-04S0024585,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024585_S51_L002_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024585_S51_L002_R2_001.fastq.gz,auto,Illumina
DU17-04S0024586,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024586_S52_L001_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024586_S52_L001_R2_001.fastq.gz,auto,Illumina
DU17-04S0024586,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024586_S52_L002_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024586_S52_L002_R2_001.fastq.gz,auto,Illumina
DU17-04S0024587,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024587_S53_L001_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024587_S53_L001_R2_001.fastq.gz,auto,Illumina
DU17-04S0024587,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024587_S53_L002_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024587_S53_L002_R2_001.fastq.gz,auto,Illumina
DU17-04S0024591,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024591_S54_L001_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024591_S54_L001_R2_001.fastq.gz,auto,Illumina
DU17-04S0024591,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024591_S54_L002_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024591_S54_L002_R2_001.fastq.gz,auto,Illumina
DU17-04S0024599,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024599_S55_L001_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024599_S55_L001_R2_001.fastq.gz,auto,Illumina
DU17-04S0024599,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024599_S55_L002_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024599_S55_L002_R2_001.fastq.gz,auto,Illumina
DU17-04S0024600,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024600_S56_L001_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024600_S56_L001_R2_001.fastq.gz,auto,Illumina
DU17-04S0024600,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024600_S56_L002_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024600_S56_L002_R2_001.fastq.gz,auto,Illumina
DU17-04S0024602,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024602_S57_L001_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024602_S57_L001_R2_001.fastq.gz,auto,Illumina
DU17-04S0024602,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024602_S57_L002_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024602_S57_L002_R2_001.fastq.gz,auto,Illumina
DU17-04S0024606,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024606_S58_L001_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024606_S58_L001_R2_001.fastq.gz,auto,Illumina
DU17-04S0024606,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024606_S58_L002_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024606_S58_L002_R2_001.fastq.gz,auto,Illumina
DU17-04S0024613,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024613_S59_L001_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024613_S59_L001_R2_001.fastq.gz,auto,Illumina
DU17-04S0024613,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024613_S59_L002_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024613_S59_L002_R2_001.fastq.gz,auto,Illumina
DU17-04S0024614,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024614_S60_L001_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024614_S60_L001_R2_001.fastq.gz,auto,Illumina
DU17-04S0024614,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024614_S60_L002_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024614_S60_L002_R2_001.fastq.gz,auto,Illumina
DU17-04S0024615,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024615_S61_L001_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024615_S61_L001_R2_001.fastq.gz,auto,Illumina
DU17-04S0024615,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024615_S61_L002_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024615_S61_L002_R2_001.fastq.gz,auto,Illumina
DU17-04S0024616,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024616_S62_L001_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024616_S62_L001_R2_001.fastq.gz,auto,Illumina
DU17-04S0024616,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024616_S62_L002_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024616_S62_L002_R2_001.fastq.gz,auto,Illumina
DU17-04S0024621,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024621_S129_L003_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024621_S129_L003_R2_001.fastq.gz,auto,Illumina
DU17-04S0024621,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024621_S129_L004_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024621_S129_L004_R2_001.fastq.gz,auto,Illumina
DU17-04S0024622,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024622_S130_L003_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024622_S130_L003_R2_001.fastq.gz,auto,Illumina
DU17-04S0024622,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024622_S130_L004_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024622_S130_L004_R2_001.fastq.gz,auto,Illumina
DU17-04S0024623,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024623_S131_L003_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024623_S131_L003_R2_001.fastq.gz,auto,Illumina
DU17-04S0024623,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024623_S131_L004_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024623_S131_L004_R2_001.fastq.gz,auto,Illumina
DU17-04S0024624,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024624_S132_L003_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024624_S132_L003_R2_001.fastq.gz,auto,Illumina
DU17-04S0024624,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024624_S132_L004_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024624_S132_L004_R2_001.fastq.gz,auto,Illumina
DU17-04S0024628,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024628_S133_L003_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024628_S133_L003_R2_001.fastq.gz,auto,Illumina
DU17-04S0024628,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024628_S133_L004_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024628_S133_L004_R2_001.fastq.gz,auto,Illumina
DU17-04S0024629,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024629_S63_L001_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024629_S63_L001_R2_001.fastq.gz,auto,Illumina
DU17-04S0024629,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024629_S63_L002_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024629_S63_L002_R2_001.fastq.gz,auto,Illumina
DU17-04S0024630,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024630_S64_L001_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024630_S64_L001_R2_001.fastq.gz,auto,Illumina
DU17-04S0024630,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024630_S64_L002_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024630_S64_L002_R2_001.fastq.gz,auto,Illumina
DU17-04S0024631,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024631_S65_L001_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024631_S65_L001_R2_001.fastq.gz,auto,Illumina
DU17-04S0024631,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024631_S65_L002_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024631_S65_L002_R2_001.fastq.gz,auto,Illumina
DU17-04S0024632,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024632_S66_L001_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024632_S66_L001_R2_001.fastq.gz,auto,Illumina
DU17-04S0024632,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024632_S66_L002_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024632_S66_L002_R2_001.fastq.gz,auto,Illumina
DU17-04S0024636,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024636_S67_L001_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024636_S67_L001_R2_001.fastq.gz,auto,Illumina
DU17-04S0024636,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024636_S67_L002_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024636_S67_L002_R2_001.fastq.gz,auto,Illumina
DU17-04S0024637,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024637_S68_L003_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024637_S68_L003_R2_001.fastq.gz,auto,Illumina
DU17-04S0024637,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024637_S68_L004_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024637_S68_L004_R2_001.fastq.gz,auto,Illumina
DU17-04S0024638,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024638_S69_L003_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024638_S69_L003_R2_001.fastq.gz,auto,Illumina
DU17-04S0024638,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024638_S69_L004_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024638_S69_L004_R2_001.fastq.gz,auto,Illumina
DU17-04S0024639,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024639_S70_L003_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024639_S70_L003_R2_001.fastq.gz,auto,Illumina
DU17-04S0024639,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024639_S70_L004_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024639_S70_L004_R2_001.fastq.gz,auto,Illumina
DU17-04S0024640,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024640_S71_L003_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024640_S71_L003_R2_001.fastq.gz,auto,Illumina
DU17-04S0024640,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024640_S71_L004_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024640_S71_L004_R2_001.fastq.gz,auto,Illumina
DU17-04S0024644,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024644_S72_L003_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024644_S72_L003_R2_001.fastq.gz,auto,Illumina
DU17-04S0024644,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024644_S72_L004_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024644_S72_L004_R2_001.fastq.gz,auto,Illumina
DU17-04S0024645,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024645_S73_L003_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024645_S73_L003_R2_001.fastq.gz,auto,Illumina
DU17-04S0024645,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024645_S73_L004_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024645_S73_L004_R2_001.fastq.gz,auto,Illumina
DU17-04S0024646,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024646_S74_L003_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024646_S74_L003_R2_001.fastq.gz,auto,Illumina
DU17-04S0024646,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024646_S74_L004_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024646_S74_L004_R2_001.fastq.gz,auto,Illumina
DU17-04S0024647,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024647_S75_L003_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024647_S75_L003_R2_001.fastq.gz,auto,Illumina
DU17-04S0024647,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024647_S75_L004_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024647_S75_L004_R2_001.fastq.gz,auto,Illumina
DU17-04S0024651,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024651_S76_L003_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024651_S76_L003_R2_001.fastq.gz,auto,Illumina
DU17-04S0024651,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024651_S76_L004_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024651_S76_L004_R2_001.fastq.gz,auto,Illumina
DU17-04S0024652,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024652_S77_L003_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024652_S77_L003_R2_001.fastq.gz,auto,Illumina
DU17-04S0024652,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024652_S77_L004_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024652_S77_L004_R2_001.fastq.gz,auto,Illumina
DU17-04S0024653,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024653_S78_L003_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024653_S78_L003_R2_001.fastq.gz,auto,Illumina
DU17-04S0024653,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024653_S78_L004_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024653_S78_L004_R2_001.fastq.gz,auto,Illumina
DU17-04S0024654,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024654_S79_L003_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024654_S79_L003_R2_001.fastq.gz,auto,Illumina
DU17-04S0024654,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024654_S79_L004_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024654_S79_L004_R2_001.fastq.gz,auto,Illumina
DU17-04S0024655,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024655_S80_L003_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024655_S80_L003_R2_001.fastq.gz,auto,Illumina
DU17-04S0024655,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024655_S80_L004_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024655_S80_L004_R2_001.fastq.gz,auto,Illumina
DU17-04S0024659,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024659_S81_L003_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024659_S81_L003_R2_001.fastq.gz,auto,Illumina
DU17-04S0024659,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024659_S81_L004_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024659_S81_L004_R2_001.fastq.gz,auto,Illumina
DU17-04S0024660,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024660_S134_L003_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024660_S134_L003_R2_001.fastq.gz,auto,Illumina
DU17-04S0024660,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024660_S134_L004_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024660_S134_L004_R2_001.fastq.gz,auto,Illumina
DU17-04S0024663,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024663_S135_L003_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024663_S135_L003_R2_001.fastq.gz,auto,Illumina
DU17-04S0024663,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024663_S135_L004_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024663_S135_L004_R2_001.fastq.gz,auto,Illumina
DU17-04S0024809,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024809_S82_L003_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024809_S82_L003_R2_001.fastq.gz,auto,Illumina
DU17-04S0024809,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024809_S82_L004_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024809_S82_L004_R2_001.fastq.gz,auto,Illumina
DU17-04S0024810,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024810_S83_L003_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024810_S83_L003_R2_001.fastq.gz,auto,Illumina
DU17-04S0024810,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024810_S83_L004_R1_001.fastq.gz,/work/nfb9/seqdata/prometheusreanalysis/BURKE_5229_181112B6_fastq/DU17-04S0024810_S83_L004_R2_001.fastq.gz,auto,Illumina
