sample,fastq_1,fastq_2,strandedness,seq_platform
DU1704S0024704,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024704.fastq.gz,,auto,Illumina
DU1704S0024705,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024705.fastq.gz,,auto,Illumina
DU1704S0024706,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024706.fastq.gz,,auto,Illumina
DU1704S0024707,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024707.fastq.gz,,auto,Illumina
DU1704S0024708,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024708.fastq.gz,,auto,Illumina
DU1704S0024709,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024709.fastq.gz,,auto,Illumina
DU1704S0024710,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024710.fastq.gz,,auto,Illumina
DU1704S0024711,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024711.fastq.gz,,auto,Illumina
DU1704S0024712,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024712.fastq.gz,,auto,Illumina
DU1704S0024713,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024713.fastq.gz,,auto,Illumina
DU1704S0024714,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024714.fastq.gz,,auto,Illumina
DU1704S0024715,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024715.fastq.gz,,auto,Illumina
DU1704S0024717,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024717.fastq.gz,,auto,Illumina
DU1704S0024718,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024718.fastq.gz,,auto,Illumina
DU1704S0024719,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024719.fastq.gz,,auto,Illumina
DU1704S0024720,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024720.fastq.gz,,auto,Illumina
DU1704S0024721,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024721.fastq.gz,,auto,Illumina
DU1704S0024722,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024722.fastq.gz,,auto,Illumina
DU1704S0024723,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024723.fastq.gz,,auto,Illumina
DU1704S0024724,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024724.fastq.gz,,auto,Illumina
DU1704S0024725,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024725.fastq.gz,,auto,Illumina
DU1704S0024726,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024726.fastq.gz,,auto,Illumina
DU1704S0024727,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024727.fastq.gz,,auto,Illumina
DU1704S0024728,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024728.fastq.gz,,auto,Illumina
DU1704S0024729,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024729.fastq.gz,,auto,Illumina
DU1704S0024730,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024730.fastq.gz,,auto,Illumina
DU1704S0024731,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024731.fastq.gz,,auto,Illumina
DU1704S0024732,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024732.fastq.gz,,auto,Illumina
DU1704S0024733,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024733.fastq.gz,,auto,Illumina
DU1704S0024734,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024734.fastq.gz,,auto,Illumina
DU1704S0024735,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024735.fastq.gz,,auto,Illumina
DU1704S0024736,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024736.fastq.gz,,auto,Illumina
DU1704S0024737,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024737.fastq.gz,,auto,Illumina
DU1704S0024738,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024738.fastq.gz,,auto,Illumina
DU1704S0024739,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024739.fastq.gz,,auto,Illumina
DU1704S0024740,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024740.fastq.gz,,auto,Illumina
DU1704S0024741,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024741.fastq.gz,,auto,Illumina
DU1704S0024742,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024742.fastq.gz,,auto,Illumina
DU1704S0024743,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024743.fastq.gz,,auto,Illumina
DU1704S0024744,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024744.fastq.gz,,auto,Illumina
DU1704S0024745,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024745.fastq.gz,,auto,Illumina
DU1704S0024746,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024746.fastq.gz,,auto,Illumina
DU1704S0024747,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024747.fastq.gz,,auto,Illumina
DU1704S0024748,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024748.fastq.gz,,auto,Illumina
DU1704S0024749,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024749.fastq.gz,,auto,Illumina
DU1704S0024750,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024750.fastq.gz,,auto,Illumina
DU1704S0024751,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024751.fastq.gz,,auto,Illumina
DU1704S0024752,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024752.fastq.gz,,auto,Illumina
DU1704S0024753,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024753.fastq.gz,,auto,Illumina
DU1704S0024754,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024754.fastq.gz,,auto,Illumina
DU1704S0024755,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024755.fastq.gz,,auto,Illumina
DU1704S0024756,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024756.fastq.gz,,auto,Illumina
DU1704S0024757,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024757.fastq.gz,,auto,Illumina
DU1704S0024758,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024758.fastq.gz,,auto,Illumina
DU1704S0024759,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024759.fastq.gz,,auto,Illumina
DU1704S0024760,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024760.fastq.gz,,auto,Illumina
DU1704S0024761,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024761.fastq.gz,,auto,Illumina
DU1704S0024762,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024762.fastq.gz,,auto,Illumina
DU1704S0024763,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024763.fastq.gz,,auto,Illumina
DU1704S0024764,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024764.fastq.gz,,auto,Illumina
DU1704S0024765,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024765.fastq.gz,,auto,Illumina
DU1704S0024766,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024766.fastq.gz,,auto,Illumina
DU1704S0024767,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024767.fastq.gz,,auto,Illumina
DU1704S0024768,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024768.fastq.gz,,auto,Illumina
DU1704S0024769,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024769.fastq.gz,,auto,Illumina
DU1704S0024770,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024770.fastq.gz,,auto,Illumina
DU1704S0024771,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024771.fastq.gz,,auto,Illumina
DU1704S0024772,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024772.fastq.gz,,auto,Illumina
DU1704S0024773,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024773.fastq.gz,,auto,Illumina
DU1704S0024774,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024774.fastq.gz,,auto,Illumina
DU1704S0024775,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024775.fastq.gz,,auto,Illumina
DU1704S0024776,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024776.fastq.gz,,auto,Illumina
DU1704S0024777,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024777.fastq.gz,,auto,Illumina
DU1704S0024778,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024778.fastq.gz,,auto,Illumina
DU1704S0024779,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024779.fastq.gz,,auto,Illumina
DU1704S0024780,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024780.fastq.gz,,auto,Illumina
DU1704S0024781,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024781.fastq.gz,,auto,Illumina
DU1704S0024782,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024782.fastq.gz,,auto,Illumina
DU1704S0024783,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024783.fastq.gz,,auto,Illumina
DU1704S0024784,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024784.fastq.gz,,auto,Illumina
DU1704S0024785,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024785.fastq.gz,,auto,Illumina
DU1704S0024786,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024786.fastq.gz,,auto,Illumina
DU1704S0024787,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024787.fastq.gz,,auto,Illumina
DU1704S0024788,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024788.fastq.gz,,auto,Illumina
DU1704S0024789,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024789.fastq.gz,,auto,Illumina
DU1704S0024790,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024790.fastq.gz,,auto,Illumina
DU1704S0024791,/work/nfb9/Seq_Data_Raw/PrometheusReanalysis/whole_blood_Data_Batch2_fastq/DU17_04S0024791.fastq.gz,,auto,Illumina
